"CD_GEOCMU","areamunic","precclimme","prec2010me","temp2010me","tempclimme"
2303105,111387.860255,834.33504345,543.5795999889,29.2491367928,27.9953560877
2303204,94008.7700483,952.3699750768,803.1752988246,27.1975318373,26.8339444908
2303303,159168.860258,840.0699157715,739.3771057129,27.9570655823,27.2539434433
2303402,52899.7770356,952.7889783579,663.8428937758,28.7859453905,27.9999073505
2303501,130285.064425,884.4935540434,483.7841099963,24.4341522878,26.3583796432
2303600,72205.44469,634.2220929751,543.028833037,27.8573878877,27.2713283073
2303659,117074.177281,672.4629131435,399.726625155,29.0137942971,27.5619111603
2303709,188575.431005,1011.9050321614,570.3524812387,26.7049106577,26.5827695182
2303808,110158.522499,874.7105788685,756.6432576705,28.1921547864,27.3672078091
2303907,34432.1055198,1088.5843953202,751.5516017127,28.6120362924,27.8279790335
2303931,123640.963148,694.3210126508,509.4580238365,27.1454957945,26.708081215
2303956,43076.7446591,888.4667498461,481.8343346851,24.6318461342,26.1847588469
2304004,113553.286684,1038.0858154297,666.4051513672,29.1356239319,27.9944562912
2304103,436292.161498,674.9997253418,448.404876709,28.9608001709,27.87606287
2304202,171217.128367,956.2825575781,859.2624632784,26.8433814539,26.6853154433
2304236,101879.060531,740.4655761719,497.8714904785,28.78947258,27.9956703186
2304251,49430.6790663,969.4049072266,588.0096435547,28.7479743958,27.5983181
2304269,71076.0087287,727.6942963452,561.6706383898,28.7338393556,27.8047869245
2304277,59221.7193534,797.3174970016,523.834721549,29.528236356,28.0977305208
2304285,11912.8463627,1241.1791992188,794.5526733398,27.5755672455,27.1742362976
2304301,75426.7086661,863.6683221164,686.9788327409,27.2547191972,26.8805746676
2304350,76603.0585062,714.0800629785,428.0053644079,29.208228914,27.8946038399
2304400,48345.8226179,1241.1791992188,794.5526733398,27.5755672455,27.1742362976
2304459,44101.1334567,887.3827192857,473.5819990808,27.1193290044,27.4125019904
2304509,26426.2265426,1123.0454246153,825.739316868,29.0378902414,27.9770222984
2304608,31076.4412072,678.1695322439,335.3625029887,26.0152079245,25.7405008714
2304657,41139.8784619,994.1097308048,725.8538825927,29.0230627145,28.0093739207
2304707,392645.753945,1086.1760864258,745.8469696045,28.7309141159,27.8567047119
2304806,15139.6712115,934.917841,757.2553649176,27.4868841117,26.9716098316
2304905,23059.4595136,759.8727154604,429.6217662206,29.2763637417,27.986915471
2304954,41276.1675543,1041.5401356707,484.2587323899,25.6147046046,26.1711511852
2305001,89144.9109957,882.0180083047,614.7247604508,28.8603749178,28.0025595361
2305100,9155.60742896,1077.1570928225,582.525500776,23.8761055944,24.8247233363
2305209,142311.253272,794.9401582293,531.7321034314,29.1793366654,27.815726029
2305233,24784.9111607,1034.9876708984,480.2761535645,25.7311038971,26.2657489777
2305266,134723.257421,743.3057388077,564.524800892,27.0613509577,26.8637889688
2305308,60342.2626273,1095.4316051056,863.4618723801,28.8757124301,27.992702761
2305332,65278.3863598,714.6957684114,587.3781813828,28.3859142427,27.6582707439
2305357,67323.1450831,819.8239547748,345.2302282391,29.0771300931,28.0141419221
2305407,285881.20844,763.7432861328,701.5682678223,28.6087350845,27.6069345474
2305506,155450.560009,865.2536315918,730.1649780273,28.3827180862,27.578335762
2305605,474180.980635,553.4039611816,352.7712631226,28.6226549149,27.6537880898
2305654,102372.938919,693.1835632324,485.4421386719,28.978720665,27.9188756943
2305704,41940.3211077,848.972145525,710.9848494887,27.5750726186,26.9249894611
2305803,92344.7122659,877.515601794,665.3781043369,29.1242553785,27.9958683358
2305902,214920.86968,757.7302197907,533.6925626425,28.9007763358,27.9693496061
2306009,127325.608308,755.8151245117,466.2832946777,29.5881509781,28.2116861343
2306108,218643.142851,619.567619216,319.8576275315,28.6968523875,27.3094512357
2306207,32943.7397872,780.0122556898,379.9248157554,28.8743114276,27.9470926405
2306256,23258.4545243,1138.0934751147,637.4297164761,26.6534253835,26.7200368745
2306306,66207.3010661,787.8713655251,391.3620223926,28.6370308851,26.94264294
2306405,242996.739395,904.5445251465,488.8992004395,29.2481832504,27.2707643509
2306504,90006.4069049,759.0963439941,516.5644683838,25.7762670517,25.8599452972
2306553,107605.119059,933.3226244533,645.1579479212,28.7518190136,27.4478609288
2306603,117902.41491,611.0239923053,390.4014594222,27.2111788337,26.7069670472
2306702,269460.726042,712.048055013,511.1753540039,29.1214358012,27.9686222076
2306801,102982.907829,718.712398883,445.4091428953,29.5075882147,28.1965334315
2306900,287833.503233,750.5877075195,542.2839736938,29.5845985413,27.9915661812
2307007,136481.703078,726.9442443848,381.6768188477,29.3240337372,28.1023607254
2307106,83108.2980377,792.5988666646,792.9698271761,26.8563290214,26.4774398708
2307205,54627.6678944,725.0924204882,727.2454264233,26.4906213276,26.184447427
2307254,29917.2319802,973.7091231973,565.5346093266,28.7916016767,27.6631271337
2307304,37483.5311694,978.5551702152,852.2552143904,26.980284114,26.7478844882
2307403,140574.864028,791.6157042115,657.6564237833,28.0687762889,27.3508320779
2307502,143931.614519,883.6978759766,756.6236877441,27.8210783005,27.1043834686
2307601,117218.943453,702.2266529561,572.1547224379,29.0972618044,28.1334418601
2307635,155796.111848,614.0894775391,441.7324066162,28.0553064346,27.3326244354
2307650,16357.1622105,1241.1791992188,794.5526733398,27.5755672455,27.1742362976
2307700,90540.760058,1103.75232943,565.3038283439,25.5090173546,25.8761781259
2307809,84943.6149592,908.2421593317,498.7418230588,28.7446432427,27.6085954584
2307908,43781.8244876,971.9230984536,523.0157650827,28.9317112229,27.8147532346
2308005,83937.8407083,968.3211568061,557.4708131088,29.1486620938,27.8927458143
2308104,160537.799621,780.4084696058,727.6694595022,26.1013176391,25.9872938997
2308203,22133.7459218,916.6197296706,580.894706773,29.2743774269,27.9956713257
2308302,92009.5900364,843.1266680099,787.8881630831,26.7595469699,26.4522592919
2308351,76067.4252927,718.8514236105,551.8494437788,28.8718023931,27.854746956
2308377,104719.060044,701.5028762132,363.3801956517,29.0949538723,27.5770817248
2308401,98387.6058342,939.1904977595,857.5166838633,26.9265813455,26.6242599788
2308500,316555.906257,676.9333190918,467.7897949219,28.2650299072,27.5798130035
2308609,131356.042475,594.5678663706,367.1135077274,28.6948282457,27.535694721
2308708,429510.225436,720.7683258057,557.5469589233,28.0613985062,27.5949339867
2308807,60787.0123993,1041.7950601606,607.4328284058,29.0897288405,27.9397025078
2308906,61750.5426809,847.489443136,464.1763028095,28.860423743,27.6177642204
2309003,27956.8933288,992.3056255193,760.5151764802,29.1268827676,28.0249200234
2309102,20448.6350121,1020.7549287246,613.7908233892,23.6422045891,24.666242382
2309201,42537.4274983,912.3503785859,766.9340868953,26.7730021129,26.6864482995
2309300,109022.565173,753.3395168058,517.432064124,29.0472810235,27.8786134579
2309409,138438.098794,632.5797842581,440.0158108875,28.6568539342,27.6920058951
2309458,118374.107837,804.6871499934,496.7765153742,25.6905716302,26.4548264987
2309508,87907.6953751,772.9649682487,691.2292125732,28.7970751471,27.721924353
2309607,39200.0309761,1034.9876708984,480.2761535645,25.7311038971,26.2657489777
2309706,20337.3561381,1202.7174353686,735.9293662345,27.2315118213,27.0047723771
2309805,17082.9989537,1119.9015597484,537.6217012831,24.150129876,24.986195634
2309904,11133.3505645,904.2411403387,645.049316445,29.2209639572,28.02696823
2310001,69150.9589764,733.7922055497,437.510400974,28.1743118864,27.697677392
2310100,18073.7133637,1122.6277799745,533.5436879651,24.1742475015,25.0004906155
2310209,46220.8190706,942.8480387078,621.9289447943,27.2688073443,26.5810145568
2310258,45894.5840764,955.6834606642,587.7816686281,28.1645698494,26.7745598698
2310308,336660.557417,566.1765136719,588.0041300456,27.5949745178,27.2464879354
2310407,72999.2682098,696.5285615011,348.9276396616,25.7482147545,25.624244845
2310506,194347.354193,630.8762207031,364.0954284668,28.4655656815,27.6032857895
2310605,21692.9137937,679.3360336303,692.2444562133,26.8370653531,26.2186634872
2310704,209602.622188,793.6448925809,418.7627792068,26.2130552723,25.9256472913
2310803,66630.2218965,789.2024026488,525.8712587937,29.5750245229,28.0282837779
2310852,11302.822104,,,,
2310902,88730.2549807,723.6761606021,544.4585680498,28.5567472868,27.7342115627
2310951,35798.1592287,895.9296329674,653.6196262446,29.1846872898,27.9738004652
2311009,189617.980022,695.0907287598,475.2546386719,28.7292909622,27.9616594315
2311108,32988.3984662,787.4220602956,757.0690943272,26.829819373,26.4529726402
2311207,50029.2949341,697.8883619291,647.6436721068,25.9979848801,26.3298443211
2311231,63678.6370062,721.8717638392,478.5681035543,29.2456883643,28.2285864929
2311264,151626.532987,584.5408922584,418.4037917641,28.3254485488,27.5167241177
2311306,308625.471827,689.5825805664,551.9069417318,28.3203894297,27.5542538961
2311355,84977.2607903,780.3987856764,665.9029694487,28.6218609263,27.7117310731
2311405,494973.369451,688.1532745361,527.463394165,28.6028623581,27.8035817146
2311504,97017.8032057,702.4418264582,531.1406175723,29.210923887,28.1273271226
2311603,34583.7860188,1028.3543635274,527.0650567128,24.4674666984,25.3298583634
2311702,56292.4251949,939.9365683843,668.1127038435,29.2060035497,28.0047576356
2311801,247606.520767,709.0545366983,527.8655703706,28.4974896515,27.7992437119
2311900,205831.572301,640.4407348633,585.542755127,27.4721384048,27.0485782623
2311959,118128.851764,614.3312323257,632.1907148843,25.9094107434,26.255195696
2312007,143770.328732,778.6363220215,450.7094116211,29.0348491669,27.7510786057
2312106,127386.780764,862.077911377,764.9915161133,26.4814519882,26.5462493896
2312205,633620.860206,693.4832275391,381.3360717773,28.6573246002,27.4539543152
2312304,49284.3197198,977.9320297037,696.8052093674,28.8321484187,28.0017584723
2312403,127244.666801,975.852935791,660.6803283691,27.1983175278,26.6459512711
2312502,43686.4166311,692.7657046213,466.2672300003,29.0767026262,28.179256763
2312601,18651.0038344,899.0505233511,494.0357372424,28.1814198357,26.7001109993
2312700,150826.37291,735.308380127,509.8958587646,28.5427265167,27.7614784241
2312809,62375.5824337,973.1870206957,521.0392461326,28.9848223004,27.7877812958
2312908,314238.135887,734.7506917318,442.3985595703,28.9370759328,27.6898008982
2313005,233825.950933,729.4993480316,551.3430509987,29.1575221103,27.9309878804
2313104,134651.814022,691.7431945801,520.8376159668,29.1026344299,28.242846489
2313203,289566.712643,639.5410614014,412.5957565308,28.9711971283,27.7469148636
2313252,68016.4529979,740.4693860225,635.1658101297,27.2023354774,26.9113661938
2313302,593292.671264,532.8899963379,367.631048584,28.1710697174,27.4641544342
2313351,112745.510445,662.8269032851,295.2341357633,27.9959591236,26.719535353
2313401,131670.925728,1107.4440496647,833.9527094146,28.8510043826,27.9662529416
2313500,139800.130863,1025.9638485385,637.5394574063,28.9723310508,27.0670181089
2313559,30591.570303,930.825202159,505.0171908577,28.6771941333,26.8594476643
2313609,61404.660359,1103.9653156095,873.8753084843,28.8761865977,27.9918518291
2313708,40452.278424,814.2527805669,726.56719333,28.070508532,27.215070139
2313757,47808.5327334,881.7508848604,446.2962012526,28.4866668449,26.7487232034
2313807,14658.7294077,862.2665098363,441.8175914817,28.9764451115,27.0635008199
2313906,102095.057609,1057.5908858062,621.7037288292,29.0434221711,27.911235309
2313955,26265.0830579,862.5720310178,547.5150251679,29.2389814711,27.9296754586
2314003,126145.14989,918.7597703783,752.197226836,27.7086839087,27.1079316053
2314102,190124.24994,1128.9013061523,849.131072998,28.7773160934,27.9086904526
2400109,98511.8666343,563.5743878815,715.5592850051,28.3390283754,27.7955385626
2400208,208645.101075,618.0639420628,529.3518774761,28.3766334479,27.8079006825
2400307,93479.0886469,581.2922680811,403.3434677294,28.2590066149,27.6024074792
2400406,7699.41761994,816.3397216797,562.4688110352,29.3352489471,27.9540901184
2400505,59213.4812107,823.2889732582,697.4012270232,28.3163630327,27.6679747465
2400604,20139.7485615,773.8598286273,590.0157135857,28.872768558,27.9776633222
2400703,30932.6749753,581.9066847605,411.5852428788,28.3763936753,27.7030654473
2400802,120281.593507,578.7737266038,436.8488177777,28.091090557,27.508391558
2400901,38184.0851955,792.6043084742,580.5153878186,28.8266233872,27.9329025599
2401008,251112.593478,699.6510197334,533.5963345075,29.1236857998,28.2522214715
2401107,57313.0905841,657.5620976413,409.2678140751,28.4568749757,27.8916028353
2401206,19298.6579037,1042.1906738281,702.9684448242,27.0893974304,26.2359294891
2401305,142472.330285,676.9054303873,620.1607625539,28.7528456239,27.9723887183
2401404,41427.9120815,,,,
2401453,130324.223091,715.5261616755,438.2073389439,29.0991407641,28.1264502969
2401503,25185.762074,732.2724049042,391.4135585744,27.288822421,26.6170908383
2401602,49980.3966248,881.2452699547,468.8202037419,27.2486821974,26.5769534015
2401651,41185.6007153,557.8000480324,470.2969745936,28.0076934194,27.4456749205
2401701,20324.7352396,897.9058518351,534.6883358174,27.070974022,26.3220943121
2401800,10266.5134544,1037.677265846,706.0726306525,27.0020254341,26.2008120754
2401859,31224.3012636,674.695747164,395.4929646568,27.9493245841,27.220898145
2401909,42938.4755079,675.5881206489,376.7649289211,27.5587268655,26.8994192221
2402006,196199.190091,616.5216369629,741.8656311035,28.6892671585,27.9340209961
2402105,34943.0339701,607.3509107804,473.8638260514,27.3713291251,26.9930983478
2402204,41500.5823968,997.3746337891,733.7915649414,26.2218341827,25.8872299194
2402303,172913.930087,701.593963623,605.9230041504,29.0603256226,28.1751012802
2402402,39733.7035503,562.2199668828,699.4576379008,28.2042731829,27.6192356199
2402501,87591.3564454,597.4744241744,421.1192877292,28.4651968103,27.7920194308
2402600,121273.919917,1176.2073254948,679.2150955886,27.2535887025,26.4129254345
2402709,64217.0873955,560.8701994654,466.565735297,28.0138067709,27.4316421975
2402808,30455.4414129,610.0829089285,520.201418452,27.010194447,26.8640385896
2402907,18023.7583215,809.6004666576,624.3624892411,28.8223419084,27.7489417018
2403004,47539.8052248,591.9799434344,727.146514243,28.5706474477,27.8768320858
2403103,140630.799968,569.6722927526,590.2038040137,28.139657037,27.5579357971
2403202,16830.1716613,816.3397216797,562.4688110352,29.3352489471,27.9540901184
2403251,20805.5086431,1161.19140625,691.0068359375,27.2782306671,26.34724617
2403301,19647.3594496,816.295200755,562.4370798785,29.3342349179,27.9540619255
2403400,42697.1801832,554.3277425716,676.0434476995,28.2154072602,27.3880044877
2403509,22793.8626387,1006.1525767167,727.7543606501,26.3917604116,25.9555283438
2403608,23591.5508511,1188.3171386719,689.9439086914,27.2503852844,26.3976173401
2403707,42295.4366574,692.1301945066,601.0491714819,29.0612591593,28.2157156036
2403756,52641.6527075,559.7838628967,406.3961297534,27.9861928274,27.416771028
2403806,80954.3614685,609.9540854466,707.8337078594,28.1493653751,27.5827677204
2403905,28343.7818726,795.0994952314,546.4126917225,29.002924305,27.9701204205
2404002,10030.5355956,785.969543457,564.7569580078,28.8722019196,27.9676856995
2404101,56319.3473149,657.9684318291,379.1438894693,28.0313920923,27.2959300547
2404200,32401.5184002,1010.8064748082,724.5535499636,26.4818520604,25.9917388671
2404309,178615.792235,676.0701293945,579.4421691895,28.7733345032,28.1041908264
2404408,20182.8330359,662.8890380859,411.5022583008,28.449886322,27.9002761841
2404507,42306.7668174,603.038649579,322.564165654,28.297410483,27.5365542004
2404606,52093.3328026,1009.5718374941,561.2392589609,27.2004583673,26.4033970742
2404705,60352.6860323,598.9873799103,477.4759019077,28.2755164797,27.6978547434
2404804,20245.8288811,633.9630204817,711.1802169816,28.442448992,27.7204509822
2404853,32788.6581338,605.224590444,498.2483924667,28.2305011236,27.6801960101
2404903,20698.0789942,731.5812673082,533.7428829135,29.1449191096,28.1950443238
2405009,8883.13071739,606.4429407521,526.450933925,27.1153609239,26.9280039936
2405108,71538.5939378,653.3438525358,344.9208860926,27.8131835575,27.1121886535
2405207,48177.4603509,697.2776508884,642.0406137142,28.85997915,28.021085514
2405306,31062.208958,843.8218383789,545.408203125,26.948677063,26.2431182861
2405405,31163.2479234,685.0313110352,495.7351379395,25.9684963226,26.0559978485
2405504,41844.1005061,762.8537650796,410.9288619718,27.4160540911,26.7518108927
2405603,52402.1266766,670.1503427069,740.5981334077,28.755468131,27.990019535
2405702,59383.8292218,583.7526088051,719.4861767293,28.6072944495,27.8370832702
2405801,118261.536851,839.6340332031,479.4507751465,27.3603019714,26.6848630905
2405900,13869.6474542,821.5533619497,724.0854147522,28.3557359089,27.717220199
2406007,18216.5466397,806.7793973937,671.4456316167,28.4072110564,27.5923627302
2406106,149607.433642,641.8593488893,675.1652586367,28.3711661979,27.7185852356
2406155,7453.56226354,1016.5671871458,720.5915058341,26.5933697737,26.0365611654
2406205,17588.329512,799.5267333984,569.9830322266,25.9366073608,25.819486618
2406304,19612.8086273,1018.3718672184,684.1201080197,27.0716142297,26.2364211109
2406403,18660.666197,701.1951346388,391.9381852021,27.2076782331,26.5497505846
2406502,28648.775786,574.1818286344,609.9877880984,28.117510876,27.5393968446
2406601,13262.9328544,922.554297845,607.9437587477,27.0045288837,26.2402650574
2406700,110994.345721,627.0478871897,357.4769140555,27.7028890187,27.0453563793
2406809,21454.6113546,613.0689697266,426.1584777832,27.4732017517,26.9784603119
2406908,4899.29157301,785.969543457,564.7569580078,28.8722019196,27.9676856995
2407005,25854.1175835,804.3773193359,672.3321533203,28.4248218536,27.5899448395
2407104,85529.8011119,1107.1528637384,658.1320711606,27.2395345134,26.3451622413
2407203,127957.449018,589.5178468569,352.9829399798,28.38245295,27.6129305695
2407252,4960.85288688,804.3773193359,672.3321533203,28.4248218536,27.5899448395
2407302,53710.9221887,817.1078076282,628.28699725,28.4963092259,27.7174759873
2407401,26452.9794781,785.969543457,564.7569580078,28.8722019196,27.9676856995
2407500,22019.8852587,1171.4311656269,677.5875917223,27.3426260491,26.5215314259
2407609,21395.0346662,714.046197128,673.0090303758,28.8366893248,27.9929265727
2407708,13713.3817121,994.6283074963,745.3157401674,25.7758089937,25.6277774961
2407807,35440.4104133,1022.0244885818,686.9508631594,27.0750917912,26.2366603026
2407906,11859.037564,685.0313110352,495.7351379395,25.9684963226,26.0559978485
2408003,334061.919815,684.2484436035,429.0057525635,28.4732999802,27.9450683594
2408102,27759.84173,1171.6140499675,690.5984225604,27.2675315089,26.3666005141
2408201,51743.9585627,,,,
2408300,44258.0065946,962.2882089282,705.7472204097,26.1390365145,25.8563773013
2408409,22246.0093977,722.7548680841,611.818649646,29.0035360288,28.099330063
2408508,40634.3264536,590.8972041152,717.3290386203,28.6639534673,27.8525388757
2408607,12590.0363408,806.00871032,672.1196496406,28.41078117,27.5900645832
2408706,61415.6776574,650.5781423483,615.8931488588,28.4785267752,27.8143890345
2408805,45575.3921154,784.3886218607,461.3335587635,27.5832848616,26.8890637719
2408904,82862.5053671,556.7866028795,702.3105120165,28.3317418421,27.6059787772
2408953,25141.7620708,1170.9498291016,677.2364501953,27.3453845978,26.5252227783
2409100,9157.35342637,799.5267333984,569.9830322266,25.9366073608,25.819486618
2409209,6979.69948134,999.0012082232,732.6728561238,26.2533219313,25.8998857856
2409308,50264.9310565,740.2117099564,648.6023593056,28.8907828588,28.0154538383
2409332,36533.396677,916.7650431001,497.0915111756,27.2142133158,26.4664176012
2409407,40337.2659485,801.1563423934,551.6472436449,28.989425252,27.9444752407
2409506,36691.9890779,833.2015380859,511.6930541992,27.616569519,26.934595108
2409605,48509.5163119,640.1716354422,345.2150704753,27.7171919594,27.0331182422
2409704,155696.453515,578.9470825195,341.7019805908,28.0609750748,27.4183330536
2409803,32321.8715619,997.3744601197,733.7922936954,26.2218059775,25.8872135124
2409902,67962.0821951,577.7400230026,385.7045269216,28.3955054752,27.6670747139
2410009,12936.907338,824.3324783383,678.962089717,28.2917046935,27.6357921186
2410108,38312.8587786,1032.7899340236,552.2466974898,27.1998130077,26.4787035952
2410207,17123.0051051,788.823595943,551.248178941,28.9735870293,27.9824644129
2410256,51463.8369384,605.048091415,387.2606848142,28.523741745,27.8025425845
2410306,27747.5908349,782.0776512048,488.3199712303,27.0256120792,26.3421323158
2410405,84085.9143425,1061.5765561358,592.4036198985,27.3314094149,26.5745972652
2410504,12183.9363081,803.319843559,553.1892240711,29.0387021589,27.9458452782
2410603,15692.5410524,755.0719908623,629.2038702527,28.8736476796,27.993143287
2410702,19999.5929437,740.6284870538,531.8741414774,29.1678902404,28.1802925295
2410801,19935.749655,806.9341860288,649.0471284254,28.6172649027,27.6670960008
2410900,43411.0047396,761.0950719884,400.7048054741,27.3021000289,26.6267255645
2411007,24183.4748091,755.1903686523,510.8944091797,29.2614192963,28.1721019745
2411056,27072.5151838,,,,
2411106,20766.7385215,741.2224563391,390.0514950736,27.3179968472,26.6392800871
2411205,102795.467619,648.037095081,457.9878803021,26.8174781622,26.5604691189
2411403,229907.048965,590.1694666083,553.6403025084,28.1115878512,27.5296514462
2411429,30341.3990082,575.6080649317,705.8462755368,28.5167843292,27.7217380134
2411502,50129.8425061,898.9785900216,651.5627716326,26.0889844572,25.8572765565
2411601,47756.7681319,769.871152856,466.9488866755,27.7581538216,27.056029477
2411700,31231.2580875,626.0449321799,506.5870479897,26.6977244612,26.6508994092
2411809,64636.0650214,644.6651246359,736.0589734596,28.8163838938,28.0340638428
2411908,11729.9926109,769.2195492396,523.3787142827,29.1707771855,28.1011437975
2412005,41701.7022541,1165.201235946,690.8497099595,27.274114456,26.3546922294
2412104,44061.855605,646.5860527761,752.4764123724,28.7617761737,27.9603282025
2412203,48824.6756225,1066.3153480522,700.5435024586,27.1276790462,26.2584963978
2412302,56619.2222687,760.1173246967,529.1016307776,26.203340538,26.0210234653
2412401,28310.9584516,592.125851883,724.9803992334,28.6119614542,27.8774041198
2412500,26283.4949929,799.218293586,579.0528919206,29.1962907406,27.8693147147
2412559,57110.2208406,924.2040245432,560.55591078,27.501751399,26.8094687546
2412609,39941.6179851,837.3764122992,453.0516184022,27.2471059149,26.5173942051
2412708,32411.1033247,950.022277832,524.3584594727,27.1888217926,26.3981971741
2412807,75508.9235025,630.1889779422,587.1094785914,28.1877666716,27.6026576969
2412906,141516.712321,627.6120842174,404.4459387487,27.6046381684,27.0168143043
2413003,32024.1751097,576.1359454748,684.6723921263,28.1764556265,27.628911693
2413102,27908.0605263,832.5453727557,528.699917262,26.9823512735,26.278343951
2413201,4441.5919194,,,,
2413300,15984.2751171,779.9511880819,557.2886992194,25.9420594899,25.8599234863
2413359,98882.3558962,635.5610336316,423.5650008756,28.4660808596,27.8615022029
2413409,89061.1015372,674.4202409712,741.1761329818,28.6444589709,27.8818831536
2413508,32252.7382163,842.3991890391,577.7450602442,26.4159828458,26.0134492638
2413557,19123.3282908,791.8276196221,559.1324961494,28.9119959162,27.9579541129
2413607,24690.8176595,727.589338087,519.9076967577,29.1781488741,28.2127243673
2413706,35215.635092,676.4026172333,393.8406980072,27.1654137237,26.5241220812
2413805,19295.4615751,755.1391195992,515.3255599869,29.2369733515,28.1637206145
2413904,58804.8602721,1031.3446610515,547.7628771765,27.1748734015,26.4582101583
2414001,59030.8798952,686.7109675826,429.0237120448,26.7942312311,26.3637364357
2414100,34753.5353659,825.5331975498,668.4651854401,28.24494881,27.5968708943
2414159,11984.332709,584.637047638,679.1032943261,28.1235305284,27.5694946694
2414209,17276.0313127,,,,
2414308,21435.4337364,657.6431554334,748.783095697,28.7994199994,28.0135979057
2414407,139711.090441,999.3364203422,582.9605418013,27.3891458461,26.6612541546
2414456,42918.1343107,658.0263352935,624.6466054535,28.4935311636,27.8028444761
2414506,33439.4608542,755.6293581604,548.514144606,29.0374295307,28.0989258857
2414605,138910.396949,643.8525085449,601.5645141602,28.5968990326,27.9470939636
2414704,12181.9834058,997.808392431,733.4932388351,26.2302310214,25.8906048596
2414753,10947.49063,767.8137138157,652.5984110055,28.611541734,27.5989392781
2414803,13892.1890629,1036.1823970907,694.3115735954,27.0889444919,26.2403655754
2414902,5903.44597348,751.2723072163,545.501334383,29.0631700963,28.1191272198
2415008,8041.12892653,,,,
2500106,37042.313799,762.2949404495,665.7531612277,26.1060337303,25.6493488582
2500205,53266.0527191,825.6075262926,645.6987990281,26.5501781125,26.3332373942
2500304,53370.6834881,954.831784095,712.9451979799,24.2638374279,24.697829634
2500403,20041.3436119,885.7610414969,661.4113998053,24.6208963089,24.8222079332
2500502,15917.4970914,991.4622148175,730.4932075549,24.2946733643,24.8165938968
2500536,50015.3444954,590.7200787618,673.35971722,25.8039653231,25.0060913285
2500577,36286.6038179,793.241326037,666.0694710607,24.559853759,25.1799269683
2500601,30992.1743284,1307.6120605469,1268.5985107422,26.5411663055,25.7936782837
2500700,73072.3333833,850.0552368164,744.4231872559,27.4942932129,27.095123291
2500734,19550.7417857,628.0516407737,769.3694870758,25.6048011644,25.3162076049
2500775,45998.1125243,840.0328778695,729.5644974575,27.4138104437,27.0715870099
2500809,38654.3644797,1060.6177978516,818.9020385742,24.907245636,25.1139907837
2500908,16246.1336033,923.5776447952,685.513496834,24.1339569378,24.7798822796
2501005,40849.5702837,810.8323074905,621.2672341463,25.0558151672,25.5018873001
2501104,44477.5136021,933.927370784,687.9474773577,24.1493568961,24.7554051117
2501153,15292.716058,580.6888200529,648.1921810463,27.9928439224,27.1337628526
2501203,5610.81803069,840.0524291992,625.0614013672,24.8485946655,24.9098567963
2501302,61851.9931532,780.4428373992,747.683891734,25.2868358318,25.0440118198
2501351,20341.6732086,549.3374327277,593.8342837153,27.2514863031,26.705096154
2501401,17436.9019976,,,,
2501500,43006.6855544,897.9496072379,694.2889613695,24.5022189594,25.1022461556
2501534,8335.60790517,594.3167478573,645.5138942678,27.2185417776,27.0318443194
2501575,61960.2020143,626.8009958126,678.2349001037,25.6416310989,25.0420557462
2501609,127067.759486,729.0792663892,658.6145776752,25.008954689,25.6279251719
2501708,96856.3232427,546.4543389632,706.5707552298,25.9367578637,25.0238958889
2501807,5378.33582066,,,,
2501906,16670.5945262,949.4774940366,731.7043984897,24.979136367,25.275037273
2502003,95693.284049,690.9101177524,684.1910133453,28.7556946919,27.9514454319
2502052,7748.54454202,771.8501685996,671.1001128262,28.484163754,27.4823662063
2502102,26427.8618455,802.4216417,663.2529032382,25.1859004591,25.1104629781
2502151,77588.1933058,618.0960886785,607.3079070476,25.6591694826,25.2989593746
2502201,7288.9174422,832.5705566406,683.4127197266,27.4967060089,26.8976173401
2502300,28788.1763199,820.3626552133,741.0133070634,28.2137415644,27.6136223648
2502409,34968.1037281,776.7504388524,621.750199572,25.7398839815,25.7295892892
2502508,60751.0867349,604.1489306184,640.691071423,25.8229626009,25.0773772302
2502607,29883.559535,837.5889282227,664.5706176758,26.6148815155,26.3257637024
2502706,4263.6694626,964.9528198242,693.4863891602,24.0286178589,24.6984329224
2502805,63161.3863022,707.9477355143,744.5769235319,28.6718697073,27.92416792
2502904,14645.7767057,821.7332763672,724.8909912109,28.3531246185,27.7159538269
2503001,25489.8377293,,,,
2503100,73644.8741088,554.9302870553,602.0710265636,26.0371700639,25.2732413671
2503209,5278.20499284,,,,
2503308,26474.7179631,832.3905891046,682.4319950683,27.3763330408,26.8359666637
2503407,35066.5334565,630.9071655273,703.353515625,28.2571029663,27.3495235443
2503506,27145.2133339,794.279472955,622.3687448625,24.7651425382,25.4480898087
2503555,20186.6146346,630.986675497,702.791519456,28.2438383891,27.3376888527
2503605,21525.8433243,992.0602492521,753.0181829934,25.459080896,25.4449811364
2503704,90103.7278362,839.9772905492,694.4193594804,27.3248728866,26.8536282648
2503753,44966.3123091,820.1182071757,751.8490859963,27.6809767023,26.9504152427
2503803,9281.56872067,1069.7342529297,819.2224731445,24.899148941,25.0977172852
2503902,87111.0111465,594.556260482,1046.6858627509,25.067116528,24.8374669327
2504009,97528.4601528,721.743403702,632.1898278234,25.229417671,25.0357311576
2504033,13018.1780598,,,,
2504074,80629.5330091,538.9260996403,842.8326669235,25.6298527729,24.9600410968
2504108,11196.4457184,811.7173861314,626.8785880476,26.5396559325,26.4180823762
2504157,33311.6677993,817.9495741897,644.9206065834,24.5547305906,25.1986144303
